section_id,title,status,md_tables,md_rows,db_tables,db_rows,coverage_pct,issue_types,details
3-11-3,머신 가이던스(MG) 불도저,DB_ONLY,0,0,4,12,,,
3-2,굴착,DB_ONLY,0,0,0,0,,,
3-2#2,터널굴착,DB_ONLY,0,0,0,0,,,
3-2#4,밸브보온,DB_ONLY,0,0,0,0,,,
3-2#5,해체공사,DB_ONLY,0,0,0,0,,,
3-2-1#2,터널굴착 1발파당 싸이클 시간(Cycle Time),DB_ONLY,0,0,2,22,,,
3-2-1#3,떠붙이기,DB_ONLY,0,0,3,5,,,
3-2-1#4,일반마감 밸브보온,DB_ONLY,0,0,2,10,,,
3-2-1#5,금속기와 해체,DB_ONLY,0,0,0,0,,,
3-2-12,석면건축자재 해체,DB_ONLY,0,0,4,7,,,
3-2-2#2,기계굴착의 능력,DB_ONLY,0,0,3,6,,,
3-2-2#3,압착 붙이기,DB_ONLY,0,0,3,11,,,
3-2-2#4,함석마감 밸브보온,DB_ONLY,0,0,4,27,,,
3-2-2#5,흡음텍스 해체,DB_ONLY,0,0,0,0,,,
3-2-3#2,천공기계의 천공속도,DB_ONLY,0,0,2,13,,,
3-2-3#3,접착 붙이기,DB_ONLY,0,0,1,3,,,
3-2-3#4,경량천장철골틀 해체,DB_ONLY,0,0,2,3,,,
3-2-4#2,터널 굴착시 천공 및 버력처리 장비의 조합,DB_ONLY,0,0,3,9,,,
3-2-4#3,접착 붙이기(에폭시 접착제),DB_ONLY,0,0,1,4,,,
3-2-4#4,조적벽 해체,DB_ONLY,0,0,0,0,,,
3-2-5#2,경량벽체철골틀 해체,DB_ONLY,0,0,2,3,,,
3-2-8,PVC계바닥재 해체,DB_ONLY,0,0,1,2,,,
3-2-9,타일 해체,DB_ONLY,0,0,3,7,,,
3-3#2,현장 타설 콘크리트 라이닝,DB_ONLY,0,0,1,7,,,
3-3#3,덕트보온,DB_ONLY,0,0,0,0,,,
3-3-1#2,터널 철재거푸집 설치･해체･이동,DB_ONLY,0,0,1,6,,,
3-3-1#3,각형덕트 보온,DB_ONLY,0,0,1,2,,,
3-3-2#2,원형덕트 보온,DB_ONLY,0,0,1,2,,,
3-3-3,암발파(소규모진동제어발파 TYPE-Ⅲ),DB_ONLY,0,0,1,4,,,
3-3-4,암발파(중규모진동제어발파 TYPE-Ⅳ),DB_ONLY,0,0,1,4,,,
3-3-5,암발파(일반발파 TYPE-Ⅴ),DB_ONLY,0,0,1,4,,,
3-3-9,수중발파,DB_ONLY,0,0,1,9,,,
3-4,쌓기,DB_ONLY,0,0,0,0,,,
3-4#2,부대공,DB_ONLY,0,0,0,0,,,
3-4#3,발열선,DB_ONLY,0,0,0,0,,,
3-4#4,수선 및 보수공사,DB_ONLY,0,0,5,8,,,
3-4-1#2,터널 방수,DB_ONLY,0,0,4,10,,,
3-4-1#3,발열선 설치,DB_ONLY,0,0,1,2,,,
3-4-1#4,지붕 덧씌우기,DB_ONLY,0,0,1,2,,,
3-4-2#3,분전함 설치,DB_ONLY,0,0,2,3,,,
3-4-2#4,지붕 재설치,DB_ONLY,0,0,1,2,,,
3-4-3#2,터널바닥 암반청소,DB_ONLY,0,0,1,6,,,
3-4-3#3,도배 교체,DB_ONLY,0,0,5,4,,,
3-4-5#2,타일 교체,DB_ONLY,0,0,0,0,,,
3-4-6,되메우기 및 다짐(소형장비),DB_ONLY,0,0,1,5,,,
3-4-8,기초지정,DB_ONLY,0,0,1,5,,,
3-5,절토부대공,DB_ONLY,0,0,0,0,,,
3-5-1,절토면 고르기,DB_ONLY,0,0,1,6,,,
3-6,성토부대공,DB_ONLY,0,0,0,0,,,
3-6-1,성토면 고르기,DB_ONLY,0,0,4,5,,,
3-7-1,프리캐스트 콘크리트 블록설치,FAIL,5,10,0,0,0.0,ROW_MISSING;TABLE_MISSING,원본 10행 vs DB 0행 (coverage 0.0%) | 원본에 5개 테이블이 있지만 DB에 0개
3-7-2,지압판블록 설치,DB_ONLY,0,0,1,7,,,
3-7-3,천연섬유사면보호공 설치,DB_ONLY,0,0,4,9,,,
3-8,보강토 옹벽,DB_ONLY,0,0,3,9,,,
3-8-2,블록 설치,DB_ONLY,0,0,6,13,,,
3-8-4,뒤채움 및 다짐,FAIL,6,14,0,0,0.0,ROW_MISSING;TABLE_MISSING,원본 14행 vs DB 0행 (coverage 0.0%) | 원본에 6개 테이블이 있지만 DB에 0개
3-9,벌개제근,DB_ONLY,0,0,0,0,,,
3-9-1,벌목,DB_ONLY,0,0,1,3,,,
4-1,잔디 및 초화류,DB_ONLY,0,0,0,0,,,
4-1#2,공통공사,DB_ONLY,0,0,0,0,,,
4-1#3,구조목공사,DB_ONLY,0,0,0,0,,,
4-1#4,펌프,DB_ONLY,0,0,0,0,,,
4-1#5,일반기계설비 해체,DB_ONLY,0,0,0,0,,,
4-1-1,잔디붙임,DB_ONLY,0,0,5,12,,,
4-1-1#2,철도안전처리,DB_ONLY,0,0,0,0,,,
4-1-1#3,먹매김,DB_ONLY,0,0,3,4,,,
4-1-1#4,일반펌프 설치,DB_ONLY,0,0,1,12,,,
4-1-1#5,배관 해체,DB_ONLY,0,0,1,16,,,
4-1-2,집수정 배수펌프 설치,FAIL,4,36,0,0,0.0,SECTION_MISSING,원본 4개 테이블/36행이 DB에 없음
4-1-2#3,집수정 배수펌프 설치,DB_ONLY,0,0,1,6,,,
4-1-2#4,각형덕트 해체,DB_ONLY,0,0,1,3,,,
4-1-3,초류종자 살포(기계살포),FAIL,5,12,0,0,0.0,SECTION_MISSING,원본 5개 테이블/12행이 DB에 없음
4-1-3#2,마루바탕 설치,DB_ONLY,0,0,3,5,,,
4-1-3#3,펌프 방진가대 설치,DB_ONLY,0,0,1,12,,,
4-1-3#4,스파이럴덕트 해체,DB_ONLY,0,0,1,7,,,
4-1-4#3,배관보온 해체,DB_ONLY,0,0,2,14,,,
4-1-5#2,덕트보온 해체,DB_ONLY,0,0,3,9,,,
4-1-6,펌프 해체,DB_ONLY,0,0,0,0,,,
4-2,관목,DB_ONLY,0,0,0,0,,,
4-2#2,자갈궤도,DB_ONLY,0,0,0,0,,,
4-2#3,수장목공사,DB_ONLY,0,0,0,0,,,
4-2#4,송풍기 및 환풍기,DB_ONLY,0,0,0,0,,,
4-2#5,자동제어설비 해체,DB_ONLY,0,0,1,18,,,
4-2-1#2,궤광조립,DB_ONLY,0,0,1,5,,,
4-2-1#3,벽체틀 설치,DB_ONLY,0,0,1,2,,,
4-2-1#4,송풍기 설치,DB_ONLY,0,0,2,16,,,
4-2-1#5,철거 및 이설,DB_ONLY,0,0,1,1,,,
4-2-2#2,궤도양로,DB_ONLY,0,0,1,4,,,
4-2-2#3,칸막이벽틀 설치,DB_ONLY,0,0,3,5,,,
4-2-2#4,벽걸이 배기팬 설치,DB_ONLY,0,0,1,1,,,
4-2-3#2,자갈살포,DB_ONLY,0,0,1,4,,,
4-2-3#4,욕실배기팬 설치,DB_ONLY,0,0,6,9,,,
4-2-4#2,수장합판 설치,DB_ONLY,0,0,1,2,,,
4-3#4,수선 및 보수공사,DB_ONLY,0,0,0,0,,,
4-3-1#2,궤광조립,DB_ONLY,0,0,0,0,,,
4-3-1#4,유량계 교체,DB_ONLY,0,0,1,6,,,
4-3-2#2,궤광거치,DB_ONLY,0,0,1,12,,,
4-3-2#3,기초앵커 설치,DB_ONLY,0,0,1,2,,,
4-3-2#4,관갱생공,DB_ONLY,0,0,1,14,,,
4-3-3#2,타설후 정리,DB_ONLY,0,0,1,4,,,
4-3-3#3,목재데크틀 설치,DB_ONLY,0,0,1,5,,,
4-3-3#4,배관누수 검사,DB_ONLY,0,0,2,3,,,
4-3-4#2,목재데크 설치,DB_ONLY,0,0,1,2,,,
4-4,조경시설물,DB_ONLY,0,0,0,0,,,
4-4#2,분기기,DB_ONLY,0,0,0,0,,,
4-4-1,정원석 쌓기 및 놓기,DB_ONLY,0,0,1,2,,,
4-4-1#2,분기기 부설,DB_ONLY,0,0,2,9,,,
4-4-2#2,신축이음매 부설,DB_ONLY,0,0,0,0,,,
4-4-4,야자섬유매트포장,DB_ONLY,0,0,1,2,,,
4-5,궤도용접,DB_ONLY,0,0,0,0,,,
4-5-2,테르밋 용접,DB_ONLY,0,0,3,10,,,
4-6,부대공사,DB_ONLY,0,0,0,0,,,
4-6-1,자갈채집 및 운반,DB_ONLY,0,0,3,6,,,
4-6-3,레일 천공,DB_ONLY,0,0,2,4,,,
4-6-4,침목천공,FAIL,6,11,0,0,0.0,ROW_MISSING;TABLE_MISSING,원본 11행 vs DB 0행 (coverage 0.0%) | 원본에 6개 테이블이 있지만 DB에 0개
4-6-5,파워렌치 조임 및 해체,DB_ONLY,0,0,1,3,,,
4-6-6,타이템퍼 다짐,DB_ONLY,0,0,7,12,,,
4-6-9,교량침목고정장치 설치,FAIL,8,15,0,0,0.0,SECTION_MISSING,원본 8개 테이블/15행이 DB에 없음
5-1,흙막이 및 물막이,DB_ONLY,0,0,0,0,,,
5-1#2,강교제작(공장제작),DB_ONLY,0,0,0,0,,,
5-1#3,바닥,DB_ONLY,0,0,0,0,,,
5-1#4,밸브,DB_ONLY,0,0,0,0,,,
5-1-1,P,DB_ONLY,0,0,1,4,,,
5-1-1#2,강교 기본제작공수,DB_ONLY,0,0,1,7,,,
5-1-1#3,PVC계 바닥재 설치,DB_ONLY,0,0,12,27,,,
5-1-1#4,일반밸브 및 콕류 설치,DB_ONLY,0,0,1,5,,,
5-1-2#2,강교 제작공수 산정방법,DB_ONLY,0,0,12,24,,,
5-1-2#4,감압밸브장치 설치,DB_ONLY,0,0,1,6,,,
5-1-3#2,재료비,DB_ONLY,0,0,3,12,,,
5-1-3#3,플로어링 마루 설치,DB_ONLY,0,0,1,2,,,
5-1-4,흙막이판 설치･철거,DB_ONLY,0,0,3,11,,,
5-1-4#2,이중바닥 설치,DB_ONLY,0,0,4,6,,,
5-2,연약지반처리,DB_ONLY,0,0,0,0,,,
5-2#2,강교도장,DB_ONLY,0,0,0,0,,,
5-2#3,천장,DB_ONLY,0,0,2,3,,,
5-2#4,증기트랩,DB_ONLY,0,0,0,0,,,
5-2-1#2,소재 표면처리,DB_ONLY,0,0,1,3,,,
5-2-1#4,스팀트랩 장치 설치,DB_ONLY,0,0,1,2,,,
5-2-2#2,제품 표면처리,DB_ONLY,0,0,1,2,,,
5-2-2#3,열경화성수지천장판 설치,DB_ONLY,0,0,1,2,,,
5-2-3#2,도장재료 사용량,DB_ONLY,0,0,4,12,,,
5-2-4#2,도장,DB_ONLY,0,0,4,8,,,
5-3,말뚝,DB_ONLY,0,0,3,9,,,
5-3#4,플랙시블 이음 및 팽창이음,DB_ONLY,0,0,0,0,,,
5-3-1#3,석고판 설치(나사고정),DB_ONLY,0,0,4,8,,,
5-3-1#4,익스팬션조인트 설치,DB_ONLY,0,0,1,10,,,
5-3-2#2,강재거더 가설,DB_ONLY,0,0,3,8,,,
5-3-2#3,석고판 설치(접착제 붙임),DB_ONLY,0,0,7,9,,,
5-3-2#4,플랙시블커넥터 설치,DB_ONLY,0,0,1,10,,,
5-3-3#2,기타 부재 설치,DB_ONLY,0,0,3,7,,,
5-3-3#3,샌드위치(단열)패널 설치,DB_ONLY,0,0,16,28,,,
5-3-4,말뚝두부정리(콘크리트),DB_ONLY,0,0,1,3,,,
5-3-6,마루귀틀 설치,DB_ONLY,0,0,13,33,,,
5-3-7,도배바름,FAIL,13,34,0,0,0.0,SECTION_MISSING,원본 13개 테이블/34행이 DB에 없음
5-4#2,단열,DB_ONLY,0,0,14,34,,,
5-4#3,수격방지기,DB_ONLY,0,0,0,0,,,
5-4-1#3,수격방지기 설치,DB_ONLY,0,0,1,4,,,
5-4-2,단열재 접착제 붙이기,FAIL,14,32,0,0,0.0,SECTION_MISSING,원본 14개 테이블/32행이 DB에 없음
5-4-3,단열재 격자넣기,DB_ONLY,0,0,7,19,,,
5-4-5,단열재 타정 부착,DB_ONLY,0,0,2,8,,,
5-4-6,단열재 콘크리트타설 부착,DB_ONLY,0,0,8,20,,,
5-4-7,단열재 슬래브위 깔기,FAIL,10,28,0,0,0.0,SECTION_MISSING,원본 10개 테이블/28행이 DB에 없음
6-1,공통사항,FAIL,1,3,0,0,0.0,ROW_MISSING;TABLE_MISSING,원본 3행 vs DB 0행 (coverage 0.0%) | 원본에 1개 테이블이 있지만 DB에 0개
6-1#2,공통사항,DB_ONLY,0,0,1,3,,,
6-1#3,공통공사,DB_ONLY,0,0,0,0,,,
6-1#4,유량계,DB_ONLY,0,0,0,0,,,
6-1-1,레디믹스트콘크리트 타설,DB_ONLY,0,0,4,13,,,
6-1-1#2,바탕처리,DB_ONLY,0,0,7,10,,,
6-1-1#3,직독식 설치,DB_ONLY,0,0,1,4,,,
6-1-2,현장비빔타설,FAIL,4,13,0,0,0.0,SECTION_MISSING,원본 4개 테이블/13행이 DB에 없음
6-1-2#3,원격식 설치,DB_ONLY,0,0,2,4,,,
6-1-4#2,방수층 누름철물 설치,DB_ONLY,0,0,1,2,,,
6-1-5,에폭시(Epoxy) 콘크리트 접착제 바르기,DB_ONLY,0,0,3,6,,,
6-2,철근,DB_ONLY,0,0,0,0,,,
6-2#2,주철관,DB_ONLY,0,0,0,0,,,
6-2#3,도막방수,DB_ONLY,0,0,0,0,,,
6-2-1#2,타이튼 접합 및 부설,DB_ONLY,0,0,2,14,,,
6-2-1#3,도막바름,DB_ONLY,0,0,2,3,,,
6-2-2,현장가공,FAIL,7,29,0,0,0.0,SECTION_MISSING,원본 7개 테이블/29행이 DB에 없음
6-2-2#2,K,DB_ONLY,0,0,1,5,,,
6-2-2#3,보강포 붙임,DB_ONLY,0,0,2,3,,,
6-2-2#4,건물용 설치,DB_ONLY,0,0,3,6,,,
6-2-3#2,관 절단,DB_ONLY,0,0,5,26,,,
6-2-3#3,마감도료(Top-coat) 바름,DB_ONLY,0,0,0,0,,,
6-2-4,공장가공,FAIL,4,12,0,0,0.0,SECTION_MISSING,원본 4개 테이블/12행이 DB에 없음
6-2-5,철근의 기계적 이음,DB_ONLY,0,0,4,13,,,
6-3#2,강관,DB_ONLY,0,0,0,0,,,
6-3#3,시트 방수,DB_ONLY,0,0,0,0,,,
6-3-1#2,부설,DB_ONLY,0,0,2,28,,,
6-3-1#3,가열식시트 붙임,DB_ONLY,0,0,6,12,,,
6-3-2#2,용접 접합,DB_ONLY,0,0,2,21,,,
6-3-3#2,도장,DB_ONLY,0,0,2,19,,,
6-3-4,문양거푸집(판넬) 설치 및 해체,DB_ONLY,0,0,5,15,,,
6-3-4#2,절단,DB_ONLY,0,0,1,13,,,
6-3-5,합성수지(P,FAIL,5,15,0,0,0.0,SECTION_MISSING,원본 5개 테이블/15행이 DB에 없음
6-3-7,알루미늄폼 설치 및 해체,DB_ONLY,0,0,3,9,,,
6-3-8,갱폼 설치 및 해체,FAIL,3,10,0,0,0.0,ROW_MISSING;TABLE_MISSING,원본 10행 vs DB 0행 (coverage 0.0%) | 원본에 3개 테이블이 있지만 DB에 0개
6-4,포스트텐션(Post Tension) 구조물 제작,DB_ONLY,0,0,0,0,,,
6-4#2,P,DB_ONLY,0,0,0,0,,,
6-4#3,시멘트 모르타르계 방수,DB_ONLY,0,0,0,0,,,
6-4-1#2,T,DB_ONLY,0,0,3,8,,,
6-4-1#3,시멘트 액체방수 바름,DB_ONLY,0,0,0,0,,,
6-4-2#3,폴리머 시멘트 모르타르방수 바름,DB_ONLY,0,0,2,3,,,
6-4-4,시멘트 혼입 폴리머계 도막방수 바름,DB_ONLY,0,0,6,9,,,
6-5,교량 가설공,DB_ONLY,0,0,1,4,,,
6-5#2,P,DB_ONLY,0,0,0,0,,,
6-5-1#2,조임식 접합 및 부설,DB_ONLY,0,0,3,13,,,
6-5-3#2,벤토나이트방수 붙임,DB_ONLY,0,0,3,11,,,
6-5-4,바트융착 접합 및 부설,DB_ONLY,0,0,4,23,,,
6-5-5,분기관 천공 및 접합,FAIL,4,23,0,0,0.0,SECTION_MISSING,원본 4개 테이블/23행이 DB에 없음
6-6,교량 부대공,DB_ONLY,0,0,0,0,,,
6-6#2,원심력 철근콘크리트관,DB_ONLY,0,0,0,0,,,
6-6#3,부대공사,DB_ONLY,0,0,0,0,,,
6-6-1#2,소켓관 부설 및 접합,DB_ONLY,0,0,1,17,,,
6-6-1#3,수밀코킹,DB_ONLY,0,0,2,5,,,
6-6-2#2,수밀밴드 접합 및 부설,DB_ONLY,0,0,1,15,,,
6-6-2#3,줄눈 절단,DB_ONLY,0,0,1,3,,,
6-6-3#2,절단,DB_ONLY,0,0,1,9,,,
6-6-3#3,줄눈 설치,DB_ONLY,0,0,1,2,,,
6-6-4,교량신축이음장치 설치(철도교),DB_ONLY,0,0,3,7,,,
6-6-4#2,천공 및 접합,DB_ONLY,0,0,1,12,,,
6-6-5,교량점검시설 점검통로 설치,FAIL,4,12,0,0,0.0,SECTION_MISSING,원본 4개 테이블/12행이 DB에 없음
6-6-6,교량점검시설 점검계단 설치,DB_ONLY,0,0,1,4,,,
6-6-8,교량배수시설 설치,DB_ONLY,0,0,5,10,,,
6-7#2,기타관,DB_ONLY,0,0,0,0,,,
6-7-1,플륨관 설치,FAIL,7,32,0,0,0.0,SECTION_MISSING,원본 7개 테이블/32행이 DB에 없음
6-7-1#2,PC관 부설 및 접합,DB_ONLY,0,0,1,10,,,
6-7-2#2,파형강관 부설 및 접합,DB_ONLY,0,0,3,13,,,
6-7-3#2,유리섬유복합관 부설 및 접합,DB_ONLY,0,0,4,26,,,
6-7-4,PC기둥 설치,DB_ONLY,0,0,1,5,,,
6-7-4#2,내충격PVC수도관 부설 및 접합,DB_ONLY,0,0,1,7,,,
6-7-5#2,강관압입추진공,DB_ONLY,0,0,7,33,,,
6-7-7,PC슬래브 설치,DB_ONLY,0,0,1,4,,,
6-7-8,모르타르 주입,DB_ONLY,0,0,3,7,,,
6-7-9,모듈러 건축 설치,FAIL,4,12,0,0,0.0,SECTION_MISSING,원본 4개 테이블/12행이 DB에 없음
6-8,밸브,DB_ONLY,0,0,1,5,,,
7-1,돌쌓기,DB_ONLY,0,0,0,0,,,
7-1#2,설계기준,DB_ONLY,0,0,0,0,,,
7-1#3,지붕,DB_ONLY,0,0,0,0,,,
7-1#4,위생기구류,DB_ONLY,0,0,0,0,,,
7-1-1,메쌓기,DB_ONLY,0,0,1,3,,,
7-1-1#2,수중공사,DB_ONLY,0,0,3,11,,,
7-1-1#3,금속기와 잇기,DB_ONLY,0,0,1,2,,,
7-1-1#4,소변기 설치,DB_ONLY,0,0,1,2,,,
7-1-2#3,금속판 평잇기,DB_ONLY,0,0,4,6,,,
7-1-2#4,대변기 설치,DB_ONLY,0,0,1,2,,,
7-1-3#3,도기세면기 설치,DB_ONLY,0,0,1,2,,,
7-1-4#2,금속판 돌출잇기,DB_ONLY,0,0,5,9,,,
7-1-4#3,카운터형 세면기 설치(일체형),DB_ONLY,0,0,1,2,,,
7-1-5,아스팔트싱글 설치,FAIL,5,13,0,0,0.0,SECTION_MISSING,원본 5개 테이블/13행이 DB에 없음
7-1-5#2,카운터형 세면기 설치(분리형),DB_ONLY,0,0,6,9,,,
7-1-6,폴리카보네이트 설치,DB_ONLY,0,0,6,11,,,
7-2,돌붙임,DB_ONLY,0,0,0,0,,,
7-2#2,사석,DB_ONLY,0,0,0,0,,,
7-2#3,홈통,DB_ONLY,0,0,0,0,,,
7-2#4,수전,DB_ONLY,0,0,0,0,,,
7-2-1#2,적재 및 운반,DB_ONLY,0,0,3,4,,,
7-2-2#2,해상투하,DB_ONLY,0,0,1,3,,,
7-2-2#3,염화비닐 처마홈통 설치,DB_ONLY,0,0,1,2,,,
7-2-2#4,샤워수전 설치,DB_ONLY,0,0,4,5,,,
7-2-3,육상투하,DB_ONLY,0,0,1,3,,,
7-2-3#2,금속 선홈통 설치,DB_ONLY,0,0,1,1,,,
7-2-4#2,염화비닐 선홈통 설치,DB_ONLY,0,0,0,0,,,
7-2-4#3,씽크수전 설치,DB_ONLY,0,0,3,5,,,
7-2-5#2,물받이홈통 설치,DB_ONLY,0,0,1,2,,,
7-3,전석쌓기 및 깔기,DB_ONLY,0,0,0,0,,,
7-3#2,블록,DB_ONLY,0,0,0,0,,,
7-3#3,드레인,DB_ONLY,0,0,0,0,,,
7-3#4,욕실 부착물,DB_ONLY,0,0,0,0,,,
7-3-1#2,케이슨 진수,DB_ONLY,0,0,1,2,,,
7-3-1#3,루프드레인 설치,DB_ONLY,0,0,1,2,,,
7-3-1#4,욕실거울 설치,DB_ONLY,0,0,3,9,,,
7-3-2#2,케이슨 거치,DB_ONLY,0,0,4,10,,,
7-3-3,바닥배수구 설치,FAIL,4,12,0,0,0.0,SECTION_MISSING,원본 4개 테이블/12행이 DB에 없음
7-3-3#2,바닥배수구 설치,DB_ONLY,0,0,1,2,,,
7-3-4#2,안전손잡이 설치,DB_ONLY,0,0,1,2,,,
7-4#2,준설,DB_ONLY,0,0,1,2,,,
7-4-1,습식공법,FAIL,10,32,0,0,0.0,SECTION_MISSING,원본 10개 테이블/32행이 DB에 없음
7-4-1#2,배송관 접합,DB_ONLY,0,0,2,16,,,
7-4-2,앵커지지 공법,DB_ONLY,0,0,2,6,,,
7-4-2#2,배송관 띄우개(부함) 접합,DB_ONLY,0,0,4,23,,,
7-4-3,강재트러스 지지공법,FAIL,6,29,0,0,0.0,SECTION_MISSING,원본 6개 테이블/29행이 DB에 없음
7-4-6,펌프준설 매립시의 유실률,DB_ONLY,0,0,1,2,,,
7-4-7,매립설계수량,FAIL,1,3,0,0,0.0,ROW_MISSING;TABLE_MISSING,원본 3행 vs DB 0행 (coverage 0.0%) | 원본에 1개 테이블이 있지만 DB에 0개
8-1,보링,DB_ONLY,0,0,0,0,,,
8-1#2,제품,DB_ONLY,0,0,0,0,,,
8-1#3,냉동기 및 냉각탑,DB_ONLY,0,0,0,0,,,
8-1-1,건설기계 선정기준,DB_ONLY,0,0,3,13,,,
8-1-1#2,기계기구 설치,DB_ONLY,0,0,4,13,,,
8-1-1#3,계단논슬립 설치,DB_ONLY,0,0,8,13,,,
8-1-1#4,냉동기 반입,DB_ONLY,0,0,3,12,,,
8-1-2#4,냉동기 설치,DB_ONLY,0,0,1,7,,,
8-1-3#2,천공(암반층),DB_ONLY,0,0,1,2,,,
8-1-3#4,냉각탑 설치,DB_ONLY,0,0,6,78,,,
8-1-4,인서트(Insert) 설치,FAIL,8,10,0,0,0.0,ROW_MISSING;TABLE_MISSING,원본 10행 vs DB 0행 (coverage 0.0%) | 원본에 8개 테이블이 있지만 DB에 0개
8-1-5,기계경비 용어와 정의,DB_ONLY,0,0,0,0,,,
8-1-6,천장점검구 설치,FAIL,9,10,0,0,0.0,ROW_MISSING;TABLE_MISSING,원본 10행 vs DB 0행 (coverage 0.0%) | 원본에 9개 테이블이 있지만 DB에 0개
8-1-6#2,천장점검구 설치,DB_ONLY,0,0,9,11,,,
8-1-7,손료보정 등,DB_ONLY,0,0,0,0,,,
8-2,시공능력,DB_ONLY,0,0,1,3,,,
8-2#2,시험,DB_ONLY,0,0,1,8,,,
8-2#3,시설물,DB_ONLY,0,0,0,0,,,
8-2#4,공기조화기,DB_ONLY,0,0,0,0,,,
8-2-1#2,표준관입시험,DB_ONLY,0,0,1,8,,,
8-2-1#3,용접식난간 설치,DB_ONLY,0,0,6,13,,,
8-2-1#4,"공기가열기, 공기냉각기, 공기여과기 설치",DB_ONLY,0,0,1,16,,,
8-2-10,아스팔트 플랜트,DB_ONLY,0,0,1,5,,,
8-2-11,스테이빌라이저(노상안정기),FAIL,1,5,0,0,0.0,ROW_MISSING;TABLE_MISSING,원본 5행 vs DB 0행 (coverage 0.0%) | 원본에 1개 테이블이 있지만 DB에 0개
8-2-15,법면다짐기,DB_ONLY,0,0,1,2,,,
8-2-16,골재세척설비,DB_ONLY,0,0,0,0,,,
8-2-17,콘크리트 믹서,DB_ONLY,0,0,0,0,,,
8-2-18,콘크리트 배치플랜트(강제 혼합식),FAIL,1,2,0,0,0.0,ROW_MISSING;TABLE_MISSING,원본 2행 vs DB 0행 (coverage 0.0%) | 원본에 1개 테이블이 있지만 DB에 0개
8-2-2#2,베인전단시험,DB_ONLY,0,0,1,9,,,
8-2-2#4,패키지형 공기조화기 설치,DB_ONLY,0,0,4,11,,,
8-2-3#2,자연시료 채취,DB_ONLY,0,0,1,7,,,
8-2-3#3,철조망 울타리 설치,DB_ONLY,0,0,1,3,,,
8-2-3#4,공기조화기(Air Handling Unit) 설치,DB_ONLY,0,0,1,9,,,
8-2-4#2,평판재하시험,DB_ONLY,0,0,1,4,,,
8-2-4#3,경량천장철골틀 설치,DB_ONLY,0,0,3,6,,,
8-2-4#4,천장형 에어컨 설치,DB_ONLY,0,0,2,15,,,
8-2-5#2,동재하시험,DB_ONLY,0,0,0,0,,,
8-2-5#4,전열교환기 설치,DB_ONLY,0,0,3,10,,,
8-2-6#2,정재하시험,DB_ONLY,0,0,1,4,,,
8-2-7#2,콘관입시험,DB_ONLY,0,0,1,4,,,
8-3#2,물리탐사,DB_ONLY,0,0,0,0,,,
8-3#3,기타공사,DB_ONLY,0,0,0,0,,,
8-3-1#2,굴절법 탄성파 탐사,DB_ONLY,0,0,1,6,,,
8-3-1#3,잡철물 제작 및 설치,DB_ONLY,0,0,2,6,,,
8-3-1#4,보일러 설치,DB_ONLY,0,0,0,0,,,
8-3-2#2,2차원 전기비저항탐사,DB_ONLY,0,0,1,6,,,
8-3-2#3,경유보일러 설치,DB_ONLY,0,0,1,1,,,
8-3-3#2,가스보일러(가정용) 설치,DB_ONLY,0,0,1,2,,,
8-3-4#2,온수보일러 설치,DB_ONLY,0,0,1,5,,,
8-3-5#2,전기보일러 설치,DB_ONLY,0,0,2,4,,,
8-3-6#2,방열기,DB_ONLY,0,0,1,11,,,
8-3-7#2,전기콘벡터 설치,DB_ONLY,0,0,1,1,,,
8-4,운전경비 산정,DB_ONLY,0,0,0,0,,,
8-4#2,대구경 보링(지하수개발),DB_ONLY,0,0,0,0,,,
8-4#3,온수기 및 온수분배기,DB_ONLY,0,0,0,0,,,
8-4-1#2,"천공(토사, 모래, 자갈 및 호박돌층)",DB_ONLY,0,0,3,27,,,
8-4-1#3,전기온수기 설치,DB_ONLY,0,0,1,1,,,
8-4-2#2,천공(암반층),DB_ONLY,0,0,6,52,,,
8-4-2#3,전기온수기(벽걸이형) 설치,DB_ONLY,0,0,5,13,,,
8-4-3#2,폐공 되메우기,DB_ONLY,0,0,1,4,,,
8-4-4,[30]포장기계,DB_ONLY,0,0,2,27,,,
8-5,기계가격,DB_ONLY,0,0,2,8,,,
8-6,부수장비,DB_ONLY,0,0,0,0,,,
8-6-1,로터리 오일 버너,DB_ONLY,0,0,1,4,,,
9-1,기준점 측량,DB_ONLY,0,0,0,0,,,
9-1#2,모르타르 바름 및 타설,DB_ONLY,0,0,0,0,,,
9-1#3,지지금구,DB_ONLY,0,0,0,0,,,
9-1-1#2,모르타르 배합,DB_ONLY,0,0,3,7,,,
9-1-1#3,입상관 방진가대 설치,DB_ONLY,0,0,1,10,,,
9-1-2#2,모르타르 바름,DB_ONLY,0,0,2,7,,,
9-1-2#3,잡철물 제작 및 설치,DB_ONLY,0,0,1,4,,,
9-1-3#2,모르타르 타설,DB_ONLY,0,0,2,8,,,
9-1-4#2,표면 마무리,DB_ONLY,0,0,4,7,,,
9-1-5#2,라스 붙임,DB_ONLY,0,0,1,1,,,
9-10,축척변경 측량,DB_ONLY,0,0,0,0,,,
9-11,지적확정측량,DB_ONLY,0,0,0,0,,,
9-12,예정지적좌표도 작성업무,DB_ONLY,0,0,0,0,,,
9-13,지적재조사측량,DB_ONLY,0,0,0,0,,,
9-14,경계복원 측량,DB_ONLY,0,0,0,0,,,
